herb_name	symptom	symptom_E	DB_SRC	DB_SRC_ID
新雪颗粒	高热	Hyperpyrexia	SIDER	C0392676
新雪颗粒	感冒	Common Cold	SIDER	C0009443
新雪颗粒	感冒	Common Cold	MeSH	D003139
新癀片	胁痛	Flank Pain	SIDER	C0016199
新癀片	胁痛	Flank Pain	MeSH	D021501
新癀片	咽喉肿痛	Pharyngolaryngeal pain	SIDER	C0858635
新癀片	黄疸	Jaundice	SIDER	C0022346
新癀片	黄疸	Jaundice	MeSH	D007565
新癀片	牙痛	Toothache	SIDER	C0040460
新癀片	牙痛	Toothache	MeSH	D014098
新癀片	咽喉肿	Pharyngolaryngeal pain	SIDER	C0858635
新癀片	咽喉肿	Laryngopharyngitis	SIDER	C0023070
新癀片	肿痛	Swelling	SIDER	C0038999
新癀片	肿痛	Pain	SIDER	C0030193
新癀片	肿痛	Ache	SIDER	C0234238
新癀片	肿痛	Pain	MeSH	D010146
新癀片	痹痛	Arthritic pains	SIDER	C0857177
新癀片	肿毒	Swelling	SIDER	C0038999
新癀片	肿毒	Viruses	MeSH	D014780
新癀片	喉肿	Laryngeal oedema	SIDER	C0023052
新癀片	喉肿	Cyst	SIDER	C0010709
新癀片	喉肿	Laryngeal Edema	MeSH	D007819
鼻炎灵片	头痛	Headache dull	SIDER	C0239885
鼻炎灵片	头痛	Headache	SIDER	C0018681
鼻炎灵片	头痛	Headache	MeSH	D006261
鼻炎灵片	鼻塞	Nasal obstruction	SIDER	C0027429
鼻炎灵片	鼻塞	Nasal congestion	SIDER	C0027424
鼻炎灵片	鼻塞	Nasal obstruction	MeSH	D015508
鼻炎灵片	浊涕臭气	Rhinorrhoea	SIDER	C1260880
鼻炎灵片	浊涕	Rhinorrhoea	SIDER	C1260880
鼻炎灵片	嗅觉失灵	Olfaction Disorders	MeSH	D000857
缩泉胶囊	遗尿	Enuresis	SIDER	C0014394
缩泉胶囊	遗尿	Enuresis	MeSH	D004775
缩泉胶囊	小便频数	Pollakiuria	SIDER	C0042023
缩泉胶囊	夜间遗尿	Nocturnal Enuresis	SIDER	C0270327
缩泉胶囊	夜间遗尿	Nocturnal Enuresis	MeSH	D053206
礞石滚痰丸	便秘	Constipation	SIDER	C0009806
礞石滚痰丸	便秘	Constipation	MeSH	D003248
礞石滚痰丸	喘咳	Cough	SIDER	C0010200
礞石滚痰丸	喘咳	Cough	MeSH	D003371
礞石滚痰丸	惊悸	Palpitations	SIDER	C0030252
礞石滚痰丸	大便秘结	Constipation	SIDER	C0009806
礞石滚痰丸	大便秘结	Constipation	MeSH	D003248
礞石滚痰丸	癫狂	Epilepsy	SIDER	C0014544
礞石滚痰丸	癫狂	Epilepsy	MeSH	D004827
礞石滚痰丸	喘	Asthma	SIDER	C0004096
礞石滚痰丸	喘	Asthma	MeSH	D001249
礞石滚痰丸	痰稠	Sputum purulent	SIDER	C0241235
礞石滚痰丸	痰稠	Sputum	MeSH	D013183
蠲哮片	痰黄	Sputum purulent	SIDER	C0241235
蠲哮片	痰黄	Sputum	MeSH	D013183
蠲哮片	喘急	Gasping	SIDER	C0425449
蠲哮片	哮喘	Asthma	SIDER	C0004096
蠲哮片	哮喘	Asthma	MeSH	D001249
蠲哮片	气粗	Gasping	SIDER	C0425449
蠲哮片	喘	Asthma	SIDER	C0004096
蠲哮片	喘	Asthma	MeSH	D001249
蠲哮片	咳呛阵作	Cough	SIDER	C0010200
蠲哮片	咳呛阵作	Cough	MeSH	D003371
蠲哮片	痰鸣	Stridor	SIDER	C0038450
蠲哮片	痰黄稠	Sputum purulent	SIDER	C0241235
蠲哮片	痰鸣如吼	Exacerbation of asthma	SIDER	C0349790
川牛膝	经闭	Menopause	SIDER	C0025320
川牛膝	经闭	Menopause	MeSH	D008593
川牛膝	风湿痹痛	Rheumatism	SIDER	C0035435
川牛膝	尿血	Urethral haemorrhage	SIDER	C0241558
川牛膝	痹痛	Arthritic pains	SIDER	C0857177
川牛膝	_瘕	Neoplasm	SIDER	C0027651
川牛膝	血淋	Haematuria	SIDER	C0018965
川牛膝	血淋	Blood urine present	SIDER	C0947999
川牛膝	血淋	Blood urine	SIDER	C0221752
川牛膝	胞衣不下	Postpartum disorder	SIDER	C0034040
川牛膝	足痿筋挛	Paresthesia lower limb	SIDER	C0948992
川楝子	腹痛	Abdominal pain	SIDER	C0000737
川楝子	腹痛	Abdominal pain	MeSH	D015746
川楝子	腹胀	Distention	SIDER	C0012359
川楝子	腹胀	Abdominal distension	SIDER	C0000731
川楝子	疼痛	Pain	SIDER	C0030193
川楝子	疼痛	Ache	SIDER	C0234238
川楝子	疼痛	Pain	MeSH	D010146
川楝子	胀痛	Bloated feeling	SIDER	C0857257
川楝子	脘腹胀痛	Abdominal distension	SIDER	C0000731
川楝子	疝气	Hernia	SIDER	C0019270
川楝子	疝气	Hernia	MeSH	D006547
女贞子	眩晕	Vertigo	SIDER	C0042571
女贞子	眩晕	Vertigo	MeSH	D014717
女贞子	耳鸣	Tinnitus	SIDER	C0040264
女贞子	耳鸣	Tinnitus	MeSH	D014012
女贞子	腰膝酸软	Flank pain	SIDER	C0016199
女贞子	腰膝酸软	Flank pain	MeSH	D021501
女贞子	骨蒸			
女贞子	须发早白	Abnormalities of the hair	SIDER	C0157733
女贞子	潮热	Hot flush	SIDER	C0600142
女贞子	目暗不明	Vision blurred	SIDER	C0344232
女贞子	消渴	Diabetes mellitus	SIDER	C0011849
女贞子	消渴	Diabetes mellitus	MeSH	D003920
女贞子	渴	Thirst	SIDER	C0039971
女贞子	渴	Thirst	MeSH	D013894
王不留行	经闭	Menopause	SIDER	C0025320
王不留行	经闭	Menopause	MeSH	D008593
王不留行	痛经	Dysmenorrhoea	SIDER	C0013390
王不留行	痛经	Dysmenorrhea	MeSH	D004412
王不留行	肿痛	Swelling	SIDER	C0038999
王不留行	肿痛	Pain	SIDER	C0030193
王不留行	肿痛	Ache	SIDER	C0234238
王不留行	肿痛	Pain	MeSH	D010146
王不留行	痈肿	Carbuncle	SIDER	C0007078
王不留行	痈肿	Carbuncle	MeSH	D002270
王不留行	乳痈	Carbuncle	SIDER	C0007078
王不留行	乳痈	Carbuncle	MeSH	D002270
王不留行	涩痛	Pain	SIDER	C0030193
王不留行	涩痛	Ache	SIDER	C0234238
王不留行	涩痛	Pain	MeSH	D010146
王不留行	淋证涩痛	Urologic Diseases	MeSH	D014570
王不留行	乳汁不下	Breast Diseases	MeSH	D001941
王不留行	淋证	Pollakiuria	SIDER	C0042023
五味子	口渴	Thirst	SIDER	C0039971
五味子	口渴	Thirst	MeSH	D013894
五味子	失眠	Insomnia	SIDER	C0917801
五味子	心悸	Palpitations	SIDER	C0030252
五味子	自汗	Sweating	SIDER	C0038990
五味子	自汗	Sweating	MeSH	D013546
五味子	自汗	Sweat	MeSH	D013542
五味子	尿频	Pollakiuria	SIDER	C0042023
五味子	盗汗	Night sweats	SIDER	C0028081
五味子	虚喘	Asthma	SIDER	C0004096
五味子	虚喘	Asthma	SIDER	C0004096
五味子	虚喘	Asthma	MeSH	D001249
五味子	虚喘	Asthma	MeSH	D001249
五味子	久嗽	Productive cough	SIDER	C0239134
五味子	久嗽	Cough	SIDER	C0010200
五味子	久嗽	Cough	MeSH	D003371
五味子	遗尿	Enuresis	SIDER	C0014394
五味子	遗尿	Enuresis	MeSH	D004775
五味子	滑精	Ejaculation	MeSH	D004542
五味子	久泻	Diarrhoea	SIDER	C0011991
五味子	久泻	Diarrhea	MeSH	D003967
五味子	梦遗	Abnormal ejaculation	SIDER	C2937350
五味子	消渴	Diabetes mellitus	SIDER	C0011849
五味子	消渴	Diabetes mellitus	MeSH	D003920
五味子	喘	Asthma	SIDER	C0004096
五味子	喘	Asthma	MeSH	D001249
五味子	渴	Thirst	SIDER	C0039971
五味子	渴	Thirst	MeSH	D013894
五味子	久泻不止	Diarrhoea	SIDER	C0011991
五味子	津伤	Thirst	SIDER	C0039971
五味子	津伤	Thirst	MeSH	D013894
西红花	经闭	Menopause	SIDER	C0025320
西红花	经闭	Menopause	MeSH	D008593
西红花	惊悸	Palpitations	SIDER	C0030252
西红花	发斑	Macule	SIDER	C0332573
西红花	痞闷	Chest heaviness	SIDER	C0742339
西红花	发狂	Mania	SIDER	C0338831
西红花	_瘕	Neoplasm	SIDER	C0027651
西红花	温毒发斑	Communicable Diseases	MeSH	D003141
西洋参	咽干	Dry throat	SIDER	C0235234
西洋参	咳喘	Productive cough	SIDER	C0239134
西洋参	咳喘	Cough	SIDER	C0010200
西洋参	咳喘	Asthma	SIDER	C0004096
西洋参	咳喘	Cough	MeSH	D003371
西洋参	咳喘	Asthma	MeSH	D001249
西洋参	口燥	Dry mouth	SIDER	C0043352
西洋参	消渴	Diabetes mellitus	SIDER	C0011849
西洋参	消渴	Diabetes mellitus	MeSH	D003920
西洋参	喘	Asthma	SIDER	C0004096
西洋参	喘	Asthma	MeSH	D001249
西洋参	烦倦	Lassitude	SIDER	C0086525
西洋参	痰血	Sputum	MeSH	D013183
西洋参	渴	Thirst	SIDER	C0039971
西洋参	渴	Thirst	MeSH	D013894
西洋参	虚热	Hot Temperature	MeSH	D006358
当药	腹痛	Abdominal pain	SIDER	C0000737
当药	腹痛	Abdominal pain	MeSH	D015746
当药	胁痛	Flank Pain	SIDER	C0016199
当药	胁痛	Flank Pain	MeSH	D021501
当药	食欲不振	Decreased appetite	SIDER	C0232462
当药	黄疸	Jaundice	SIDER	C0022346
当药	黄疸	Jaundice	MeSH	D007565
当药	痢疾	Dysentery	SIDER	C0013369
当药	痢疾	Dysentery	MeSH	D004403
红大戟	水肿	Edema	MeSH	D004487
红大戟	咳喘	Productive cough	SIDER	C0239134
红大戟	咳喘	Cough	SIDER	C0010200
红大戟	咳喘	Asthma	SIDER	C0004096
红大戟	咳喘	Cough	MeSH	D003371
红大戟	咳喘	Asthma	MeSH	D001249
红大戟	痈肿	Carbuncle	SIDER	C0007078
红大戟	痈肿	Carbuncle	MeSH	D002270
红大戟	疮毒	Skin ulcer	SIDER	C0037299
红大戟	疮毒	Skin ulcer	MeSH	D012883
红大戟	胀满	Flatulence	SIDER	C0016204
红大戟	胀满	Bloated feeling	SIDER	C0857257
红大戟	胀满	Flatulence	MeSH	D005414
红大戟	肿胀	Swelling	SIDER	C0038999
红大戟	喘	Asthma	SIDER	C0004096
红大戟	喘	Asthma	MeSH	D001249
红大戟	痰饮	Sputum	MeSH	D013183
红大戟	二便不利			
红大戟	胸腹积水	Ascites	SIDER	C0003962
红大戟	胸腹积水	Ascites	MeSH	D001201
红大戟	瘰疬	King's Evil	MeSH	D018601
红大戟	气逆	Hiccup	MeSH	D006606
灵芝	失眠	Insomnia	SIDER	C0917801
灵芝	心悸	Palpitations	SIDER	C0030252
灵芝	咳喘	Productive cough	SIDER	C0239134
灵芝	咳喘	Cough	SIDER	C0010200
灵芝	咳喘	Asthma	SIDER	C0004096
灵芝	咳喘	Cough	MeSH	D003371
灵芝	咳喘	Asthma	MeSH	D001249
灵芝	喘	Asthma	SIDER	C0004096
灵芝	喘	Asthma	MeSH	D001249
灵芝	心神不宁	Emotional distress	SIDER	C0700361
灵芝	短气	Respiration Disorders	MeSH	D012120
灵芝	虚劳	Asthenia	SIDER	C0004093
灵芝	虚劳	Asthenia	SIDER	C0004093
灵芝	虚劳	Asthenia	MeSH	D001247
灵芝	虚劳	Asthenia	MeSH	D001247
灵芝	不思饮食	Decreased appetite	SIDER	C0232462
青皮	腹胀	Distention	SIDER	C0012359
青皮	腹胀	Abdominal distension	SIDER	C0000731
青皮	疼痛	Pain	SIDER	C0030193
青皮	疼痛	Ache	SIDER	C0234238
青皮	疼痛	Pain	MeSH	D010146
青皮	胀痛	Bloated feeling	SIDER	C0857257
青皮	脘腹胀痛	Abdominal distension	SIDER	C0000731
青皮	食积	Dyspepsia aggravated	SIDER	C0853926
青皮	食积	Dyspepsia	SIDER	C0013395
青皮	食积	Dyspepsia	MeSH	D004415
青皮	乳痈	Carbuncle	SIDER	C0007078
青皮	乳痈	Carbuncle	MeSH	D002270
青皮	胸胁胀痛	Abdominal pain	SIDER	C0000737
青皮	胸胁胀痛	Abdominal pain	MeSH	D015746
青皮	乳癖	Breast disorder	SIDER	C0006145
青皮	胸胁胀	Chest discomfort	SIDER	C0235710
青皮	疝气	Hernia	SIDER	C0019270
青皮	疝气	Hernia	MeSH	D006547
肿节风	风湿痹痛	Rheumatism	SIDER	C0035435
肿节风	发斑	Macule	SIDER	C0332573
肿节风	血热	Blood disorder	SIDER	C0018939
肿节风	跌打损伤	Caustic injury	SIDER	C0854388
肿节风	痹痛	Arthritic pains	SIDER	C0857177
肿节风	发疹	Exanthema	MeSH	D005076
卷柏	便血	Haematochezia	SIDER	C0018932
卷柏	吐血	Hematemesis	MeSH	D006396
卷柏	崩漏	Metrorrhagia	SIDER	C0025874
卷柏	崩漏	Metrorrhagia	MeSH	D008796
卷柏	经闭	Menopause	SIDER	C0025320
卷柏	经闭	Menopause	MeSH	D008593
卷柏	痛经	Dysmenorrhoea	SIDER	C0013390
卷柏	痛经	Dysmenorrhea	MeSH	D004412
卷柏	脱肛	Rectal prolapse	SIDER	C0034888
卷柏	脱肛	Rectal prolapse	MeSH	D012005
卷柏	_瘕	Neoplasm	SIDER	C0027651
卷柏	_瘕痞块	Neoplasm	SIDER	C0027651
草乌	疼痛	Pain	SIDER	C0030193
草乌	疼痛	Ache	SIDER	C0234238
草乌	疼痛	Pain	MeSH	D010146
草乌	寒疝	Hernia	SIDER	C0019270
草乌	寒疝	Hernia	MeSH	D006547
草乌	冷痛	Pain	SIDER	C0030193
草乌	冷痛	Ache	SIDER	C0234238
草乌	冷痛	Pain	MeSH	D010146
草乌	关节疼痛	Arthritic pains	SIDER	C0857177
草乌	心腹冷痛	Abdominal pain	SIDER	C0000737
草乌	心腹冷痛	Abdominal pain	MeSH	D015746
茵陈	尿少	Micturition disorder	SIDER	C0042035
茵陈	黄疸	Jaundice	SIDER	C0022346
茵陈	黄疸	Jaundice	MeSH	D007565
茵陈	瘙痒	Pruritus	SIDER	C0033774
茵陈	瘙痒	Pruritus	MeSH	D011537
茵陈	暑湿	Acute febrile illness	SIDER	C0743842
茵陈	湿疮	Skin ulcer	SIDER	C0037299
茵陈	湿疮	Skin ulcer	MeSH	D012883
茵陈	湿疮	Scabies	MeSH	D012532
菊花	头痛	Headache dull	SIDER	C0239885
菊花	头痛	Headache	SIDER	C0018681
菊花	头痛	Headache	MeSH	D006261
菊花	眩晕	Vertigo	SIDER	C0042571
菊花	眩晕	Vertigo	MeSH	D014717
菊花	目赤	Bloodshot eye	SIDER	C0005858
菊花	感冒	Common Cold	SIDER	C0009443
菊花	感冒	Common Cold	MeSH	D003139
菊花	肿痛	Swelling	SIDER	C0038999
菊花	肿痛	Pain	SIDER	C0030193
菊花	肿痛	Ache	SIDER	C0234238
菊花	肿痛	Pain	MeSH	D010146
菊花	痈肿	Carbuncle	SIDER	C0007078
菊花	痈肿	Carbuncle	MeSH	D002270
菊花	目昏	Dizziness	SIDER	C0012833
菊花	目昏	Dizziness	MeSH	D004244
菊花	目赤肿痛	Ocular discomfort	SIDER	C0948595
菊花	肿毒	Swelling	SIDER	C0038999
菊花	肿毒	Viruses	MeSH	D014780
菊花	风热	Hot Temperature	MeSH	D006358
菊花	眼目昏花	Vertigo	SIDER	C0042571
菊花	眼目昏花	Vertigo	MeSH	D014717
菊花	风热感冒	Common Cold	SIDER	C0009443
菊花	风热感冒	Common Cold	MeSH	D003139
湖北贝母	咳嗽	Productive cough	SIDER	C0239134
湖北贝母	咳嗽	Cough	SIDER	C0010200
湖北贝母	咳嗽	Cough	MeSH	D003371
湖北贝母	痈肿	Carbuncle	SIDER	C0007078
湖北贝母	痈肿	Carbuncle	MeSH	D002270
湖北贝母	疮毒	Skin ulcer	SIDER	C0037299
湖北贝母	疮毒	Skin ulcer	MeSH	D012883
湖北贝母	热痰	Sputum	MeSH	D013183
湖北贝母	瘰疬	King's Evil	MeSH	D018601
槐角	头痛	Headache dull	SIDER	C0239885
槐角	头痛	Headache	SIDER	C0018681
槐角	头痛	Headache	MeSH	D006261
槐角	眩晕	Vertigo	SIDER	C0042571
槐角	眩晕	Vertigo	MeSH	D014717
槐角	目赤	Bloodshot eye	SIDER	C0005858
槐角	便血	Haematochezia	SIDER	C0018932
槐角	出血	Hyphaema	SIDER	C0020581
槐角	出血	Haemorrhage	SIDER	C0019080
槐角	出血	Hemorrhage	MeSH	D006470
槐角	痔肿	Hemorrhoids	MeSH	D006484
槐角	热泻	Diarrhoea	SIDER	C0011991
槐角	热泻	Diarrhea	MeSH	D003967
一清胶囊	身热	Fever chills	SIDER	C0085594
一清胶囊	身热	Fever	MeSH	D005334
一清胶囊	烦躁	Restlessness aggravated	SIDER	C0856081
一清胶囊	目赤	Bloodshot eye	SIDER	C0005858
一清胶囊	便秘	Constipation	SIDER	C0009806
一清胶囊	便秘	Constipation	MeSH	D003248
一清胶囊	咯血	Haemoptysis	SIDER	C0019079
一清胶囊	咯血	Hemoptysis	MeSH	D006469
一清胶囊	吐血	Hematemesis	MeSH	D006396
一清胶囊	牙龈肿痛	Gingival swelling	SIDER	C0235324
一清胶囊	牙龈肿痛	Gingival pain	SIDER	C0239739
一清胶囊	大便秘结	Constipation	SIDER	C0009806
一清胶囊	大便秘结	Constipation	MeSH	D003248
一清胶囊	血热	Blood disorder	SIDER	C0018939
一清胶囊	肿痛	Swelling	SIDER	C0038999
一清胶囊	肿痛	Pain	SIDER	C0030193
一清胶囊	肿痛	Ache	SIDER	C0234238
一清胶囊	肿痛	Pain	MeSH	D010146
一清胶囊	痔血	Haemorrhoidal haemorrhage	SIDER	C0265031
一清胶囊	口疮	Stomatitis	SIDER	C0038362
一清胶囊	口疮	Skin ulcer	SIDER	C0037299
一清胶囊	口疮	Skin ulcer	MeSH	D012883
一清胶囊	口疮	Stomatitis	MeSH	D013280
一清胶囊	口疮	Scabies	MeSH	D012532
一清胶囊	牙龈肿	Tooth abscess	SIDER	C0518988
一清胶囊	牙龈肿	Gingivitis	SIDER	C0017574
一清胶囊	牙龈肿	Gingival swelling	SIDER	C0235324
一清胶囊	牙龈肿	Gingival oedema	SIDER	C0277986
一清胶囊	牙龈肿	Gingival abscess	SIDER	C0149892
一清胶囊	牙龈肿	Gingivitis	MeSH	D005891
一清胶囊	衄血	Haemorrhage	SIDER	C0019080
一清胶囊	衄血	Hemorrhage	MeSH	D006470
一清胶囊	热泻	Diarrhoea	SIDER	C0011991
一清胶囊	热泻	Diarrhea	MeSH	D003967
二十七味定坤丸	腹痛	Abdominal pain	SIDER	C0000737
二十七味定坤丸	腹痛	Abdominal pain	MeSH	D015746
二十七味定坤丸	腰酸	Low back pain	SIDER	C0024031
二十七味定坤丸	腰酸	Loin pain	SIDER	C0235632
二十七味定坤丸	腰酸	Flank pain	SIDER	C0016199
二十七味定坤丸	腰酸	Flank pain	MeSH	D021501
二十七味定坤丸	腰酸	Low back pain	MeSH	D017116
二十七味定坤丸	月经不调	Menstruation Disturbances	MeSH	D008599
二十七味定坤丸	崩漏	Metrorrhagia	SIDER	C0025874
二十七味定坤丸	崩漏	Metrorrhagia	MeSH	D008796
二十七味定坤丸	腿软	Heaviness in limbs	SIDER	C0235721
二十七味定坤丸	身体瘦弱	Asthenia	MeSH	D001251
二十七味定坤丸	行经腹痛	Dysmenorrhoea	SIDER	C0013390
七叶神安片	胸闷	Chest heaviness	SIDER	C0742339
七叶神安片	气短	Respiration abnormal	SIDER	C1260922
七叶神安片	失眠	Insomnia	SIDER	C0917801
七叶神安片	心悸	Palpitations	SIDER	C0030252
七叶神安片	疼痛	Pain	SIDER	C0030193
七叶神安片	疼痛	Ache	SIDER	C0234238
七叶神安片	疼痛	Pain	MeSH	D010146
七叶神安片	健忘	Forgetfulness	SIDER	C0542476
七叶神安片	心神不安	Mood swings	SIDER	C0085633
七味葡萄散	咳嗽	Productive cough	SIDER	C0239134
七味葡萄散	咳嗽	Cough	SIDER	C0010200
七味葡萄散	咳嗽	Cough	MeSH	D003371
七味葡萄散	气喘	Asthma	SIDER	C0004096
七味葡萄散	气喘	Asthma	MeSH	D001249
七味葡萄散	胸满	Chest pain	SIDER	C0008031
七味葡萄散	胸满	Chest heaviness	SIDER	C0742339
七味葡萄散	胸满	Chest pain	MeSH	D002637
七味葡萄散	喘	Asthma	SIDER	C0004096
七味葡萄散	喘	Asthma	MeSH	D001249
七味葡萄散	虚劳	Asthenia	SIDER	C0004093
七味葡萄散	虚劳	Asthenia	SIDER	C0004093
七味葡萄散	虚劳	Asthenia	MeSH	D001247
七味葡萄散	虚劳	Asthenia	MeSH	D001247
七味葡萄散	年老气喘	Dyspnoea	SIDER	C0013404
七味葡萄散	胸满郁闷	Depressive symptom	SIDER	C0086132
七味葡萄散	虚劳咳嗽	Cough	SIDER	C0010200
七味葡萄散	虚劳咳嗽	Cough	MeSH	D003371
八珍益母胶囊	乏力	Asthenia	SIDER	C0004093
八珍益母胶囊	乏力	Asthenia	SIDER	C0004093
八珍益母胶囊	乏力	Asthenia	MeSH	D001247
八珍益母胶囊	乏力	Asthenia	MeSH	D001247
八珍益母胶囊	月经不调	Menstruation Disturbances	MeSH	D008599
八珍益母胶囊	血瘀	Hematoma	MeSH	D006406
八珍益母胶囊	肢体乏力	Asthenia	SIDER	C0004093
八珍益母胶囊	肢体乏力	Asthenia	MeSH	D001247
八珍益母胶囊	精神不振	Mental state abnormal	SIDER	C0278061
八珍益母胶囊	体乏	Asthenia	MeSH	D001258
儿康宁糖浆	食欲不振	Decreased appetite	SIDER	C0232462
儿康宁糖浆	厌食	Anorexia	SIDER	C0003123
儿康宁糖浆	厌食	Anorexia	MeSH	D000855
儿康宁糖浆	消化不良	Dyspepsia aggravated	SIDER	C0853926
儿康宁糖浆	消化不良	Dyspepsia	SIDER	C0013395
儿康宁糖浆	消化不良	Dyspepsia	MeSH	D004415
儿康宁糖浆	面黄	Jaundice	SIDER	C0022346
儿康宁糖浆	面黄	Jaundice	MeSH	D007565
儿康宁糖浆	大便稀溏	Loose stools	SIDER	C2129214
儿感退热宁口服液	咳嗽	Productive cough	SIDER	C0239134
儿感退热宁口服液	咳嗽	Cough	SIDER	C0010200
儿感退热宁口服液	咳嗽	Cough	MeSH	D003371
儿感退热宁口服液	头痛	Headache dull	SIDER	C0239885
儿感退热宁口服液	头痛	Headache	SIDER	C0018681
儿感退热宁口服液	头痛	Headache	MeSH	D006261
儿感退热宁口服液	咽喉肿痛	Pharyngolaryngeal pain	SIDER	C0858635
儿感退热宁口服液	咽喉肿	Pharyngolaryngeal pain	SIDER	C0858635
儿感退热宁口服液	咽喉肿	Laryngopharyngitis	SIDER	C0023070
儿感退热宁口服液	肿痛	Swelling	SIDER	C0038999
儿感退热宁口服液	肿痛	Pain	SIDER	C0030193
儿感退热宁口服液	肿痛	Ache	SIDER	C0234238
儿感退热宁口服液	肿痛	Pain	MeSH	D010146
儿感退热宁口服液	发烧	Fever	MeSH	D005334
儿感退热宁口服液	喉肿	Laryngeal oedema	SIDER	C0023052
儿感退热宁口服液	喉肿	Cyst	SIDER	C0010709
儿感退热宁口服液	喉肿	Laryngeal Edema	MeSH	D007819
儿感退热宁口服液	风热	Hot Temperature	MeSH	D006358
九气拈痛丸	疼痛	Pain	SIDER	C0030193
九气拈痛丸	疼痛	Ache	SIDER	C0234238
九气拈痛丸	疼痛	Pain	MeSH	D010146
九气拈痛丸	痛经	Dysmenorrhoea	SIDER	C0013390
九气拈痛丸	痛经	Dysmenorrhea	MeSH	D004412
九气拈痛丸	胸胁胀满	Abdominal distension	SIDER	C0000731
九气拈痛丸	胀满	Flatulence	SIDER	C0016204
九气拈痛丸	胀满	Bloated feeling	SIDER	C0857257
九气拈痛丸	胀满	Flatulence	MeSH	D005414
九气拈痛丸	血瘀	Hematoma	MeSH	D006406
九气拈痛丸	胸胁胀	Chest discomfort	SIDER	C0235710
三七伤药片	跌打损伤	Caustic injury	SIDER	C0854388
三七伤药片	痹痛	Arthritic pains	SIDER	C0857177
三七伤药片	关节痹痛	Arthritic pains	SIDER	C0857177
三七伤药片	关节痹痛	Arthralgia	SIDER	C0003862
三七伤药片	关节痹痛	Arthralgia	MeSH	D018771
三七伤药片	神经痛	Pain nerve	SIDER	C0751372
三七伤药片	神经痛	Neuralgia	SIDER	C0027796
三七伤药片	神经痛	Neuralgia	MeSH	D009437
三七血伤宁胶囊	咯血	Haemoptysis	SIDER	C0019079
三七血伤宁胶囊	咯血	Hemoptysis	MeSH	D006469
三七血伤宁胶囊	吐血	Hematemesis	MeSH	D006396
三七血伤宁胶囊	痛经	Dysmenorrhoea	SIDER	C0013390
三七血伤宁胶囊	痛经	Dysmenorrhea	MeSH	D004412
三七血伤宁胶囊	痔疮出血	Haemorrhoidal haemorrhage	SIDER	C0265031
三七血伤宁胶囊	出血	Hyphaema	SIDER	C0020581
三七血伤宁胶囊	出血	Haemorrhage	SIDER	C0019080
三七血伤宁胶囊	出血	Hemorrhage	MeSH	D006470
三七血伤宁胶囊	闭经	Amenorrhoea	SIDER	C0002453
三七血伤宁胶囊	闭经	Amenorrhea	MeSH	D000568
三七血伤宁胶囊	月经过多	Menorrhagia	SIDER	C0025323
三七血伤宁胶囊	月经过多	Menometrorrhagia	SIDER	C0232943
三七血伤宁胶囊	月经过多	Menorrhagia	MeSH	D008595
三七血伤宁胶囊	子宫出血	Uterine haemorrhage	SIDER	C0042134
三七血伤宁胶囊	子宫出血	Uterine Hemorrhage	MeSH	D014592
三七血伤宁胶囊	支气管扩张出血	Bronchiectasis	SIDER	C0006267
三七血伤宁胶囊	支气管扩张出血	Bronchiectasis	MeSH	D001987
三七血伤宁胶囊	功能性子宫出血	Uterine haemorrhage	SIDER	C0042134
三七血伤宁胶囊	支气管扩张	Bronchiectasis	SIDER	C0006267
三七血伤宁胶囊	支气管扩张	Bronchiectasis	MeSH	D001987
三子散	血热	Blood disorder	SIDER	C0018939
万氏牛黄清心丸	烦躁	Restlessness aggravated	SIDER	C0856081
万氏牛黄清心丸	高热	Hyperpyrexia	SIDER	C0392676
万氏牛黄清心丸	神昏	Syncope	SIDER	C0039070
万氏牛黄清心丸	神昏	Syncope	MeSH	D013575
万氏牛黄清心丸	神昏谵语	Lightheadedness	SIDER	C0220870
万氏牛黄清心丸	惊厥	Syncope	SIDER	C0039070
万氏牛黄清心丸	惊厥	Syncope	SIDER	C0039070
万氏牛黄清心丸	惊厥	Presyncope	SIDER	C0700200
万氏牛黄清心丸	惊厥	Syncope	MeSH	D013575
万氏牛黄清心丸	惊厥	Syncope	MeSH	D013575
万氏牛黄清心丸	谵语	Obnubilation	SIDER	C0877450
万氏牛黄清心丸	高热惊厥	Febrile convulsion	SIDER	C0009952
万氏牛黄清心丸	小儿高热	Hyperpyrexia	SIDER	C0392676
千金止带丸(水丸〕	乏力	Asthenia	SIDER	C0004093
千金止带丸(水丸〕	乏力	Asthenia	SIDER	C0004093
千金止带丸(水丸〕	乏力	Asthenia	MeSH	D001247
千金止带丸(水丸〕	乏力	Asthenia	MeSH	D001247
千金止带丸(水丸〕	神疲	Lassitude	SIDER	C0086525
千金止带丸(水丸〕	神疲	Fatigue	SIDER	C0015672
千金止带丸(水丸〕	神疲	Exhaustion	SIDER	C0392674
千金止带丸(水丸〕	神疲	Exhaustion	SIDER	C0392674
千金止带丸(水丸〕	神疲	Fatigue	MeSH	D005221
千金止带丸(水丸〕	月经不调	Menstruation Disturbances	MeSH	D008599
千金止带丸(水丸〕	带下	Leukorrhea	SIDER	C0023533
千金止带丸(水丸〕	带下	Leukorrhea	MeSH	D007973
千金止带丸(水丸〕	月经先后不定期	Menstruation Disturbances	MeSH	D008599
